ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T03:44:17.739,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:17.977,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:18.879,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:19.122,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:19.432,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:19.598,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:20.018,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:20.162,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:20.549,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:20.649,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:20.943,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:21.193,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:25.465,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:25.690,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:25.977,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:26.211,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:26.601,83.273,17.900,1334.000,1011.000,-38.000,-39.000,2592,1944,1
2025-09-30T03:44:26.787,83.273,17.900,1334.000,1011.000,-38.000,-39.000,2592,1944,1
2025-09-30T03:44:27.163,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:27.309,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:27.692,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:27.809,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:28.101,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:28.284,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:28.631,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:28.862,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:29.225,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:29.398,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
